Longitude,Latitude,VV,VH,NDVI
76.85027123,13.29393898,0.09267178177833557,0.01575850136578083,0.24142724745134383
76.85027885,13.29393695,0.09267178177833557,0.01575850136578083,0.24142724745134383
76.84675633,13.31062471,0.1383723020553589,0.02060433104634285,0.3906633906633907
76.71100918,13.36313106,0.07548877596855164,0.020002271980047226,0.18047027107982627
76.71101114,13.36312903,0.07548877596855164,0.020002271980047226,0.18047027107982627
76.64286371,13.36103647,0.09203359484672546,0.010506033897399902,0.2765081325921351
76.57422488,13.34252548,0.07309543341398239,0.031105682253837585,0.37136337706788364
76.57401295,13.34344092,0.10384950786828995,0.023534247651696205,0.41367323290845887
76.57523611,13.34139229,0.13770359754562378,0.01786968857049942,0.3390392048591938
76.64318423,13.36263208,0.14005717635154724,0.025947658345103264,0.42334349875242583
76.57421325,13.34254131,0.07309543341398239,0.031105682253837585,0.37136337706788364
76.57421237,13.34254302,0.07309543341398239,0.031105682253837585,0.37136337706788364
76.64263121,13.3610168,0.09950370341539383,0.01912965066730976,0.3789954337899543
76.6432096,13.36283062,0.0950932577252388,0.014769824221730232,0.3346814964610718
76.6432017,13.36286191,0.0950932577252388,0.014769824221730232,0.3346814964610718
77.09104515,14.16724417,0.06106780096888542,0.02629108354449272,0.41004083593562335
77.01362294326456,14.215112084861335,0.06643527746200562,0.01856052689254284,0.2709258626580116
77.01361864352182,14.215132172039391,0.0562095008790493,0.023868627846240997,0.2781954887218045
77.02214127159228,14.214738461648675,0.05611354857683182,0.007077277638018131,0.20089014768359295
77.21709554,14.16773716,0.09510834515094757,0.025538546964526176,0.14964081334469742
77.21687419,14.17105474,0.03437120467424393,0.004787021782249212,0.2137917969120015
77.0917223,14.16752588,0.04180450364947319,0.02289062738418579,0.30886644219977555
77.13639666666667,14.219593333333334,0.09399441629648209,0.024013446643948555,0.468860484090291
77.05986831885923,14.17660414681026,0.082709401845932,0.00591866672039032,0.16089613034623218
76.89335833333332,13.047251666666666,0.1745522916316986,0.021085921674966812,0.36492027334851934
76.94913135533572,13.036951921488974,0.1443762630224228,0.02530972845852375,0.42472394290331267
76.90746833333333,13.06934,0.10856609791517258,0.034876748919487,0.3645299145299145
76.90724333333333,13.068948333333331,0.08374634385108948,0.02224525809288025,0.5056077942675881
76.94982394911773,13.03507101623427,0.07481957972049713,0.0240082498639822,0.4897834332558424
76.90612666666667,13.068925000000002,0.1257828027009964,0.01771056093275547,0.2972215736633201
76.90725166666667,13.068933333333332,0.08374634385108948,0.02224525809288025,0.5056077942675881
77.26087166666666,13.769433333333332,0.04501079022884369,0.010854197666049004,0.19551820728291316
77.02266728505492,13.38245955761522,0.10188715159893036,0.011834644712507725,0.38522107813446393
77.02225053682923,13.381573841907084,0.12333589047193527,0.026073617860674858,0.6694980694980694
77.02379113063216,13.381508463062346,0.09650314599275589,0.0294178519397974,0.7076923076923077
76.80995704606175,13.719972898252308,0.08897288888692856,0.018441636115312576,0.3502196950116309
76.76332752,13.64893253,0.16690495610237122,0.026352521032094955,0.35304990757855825
76.76347837,13.64949057,0.07753435522317886,0.019540885463356972,0.27059986816084375
76.80623615160584,13.719871435314417,0.21641990542411804,0.025892291218042374,0.419626730885009
76.92273089,13.55647925,0.03934093192219734,0.008331256918609142,0.13847074070381815
76.92271879,13.55648819,0.03934093192219734,0.008331256918609142,0.13847074070381815
76.92272126,13.55649496,0.03934093192219734,0.008331256918609142,0.13847074070381815
76.75243023,13.69115968,0.05036614462733269,0.01282348670065403,0.11693811074918567
76.75243219,13.69116211,0.05036614462733269,0.01282348670065403,0.11693811074918567
76.75243255,13.69116386,0.05036614462733269,0.01282348670065403,0.11693811074918567
76.92069947,13.55767892,0.09346908330917358,0.023331383243203163,0.2792417061611374
76.92069947,13.55767904,0.09346908330917358,0.023331383243203163,0.2792417061611374
76.91891076,13.55859315,0.06381738930940628,0.011556549929082394,0.24158544509421703
76.76332797,13.64995807,0.10159559547901154,0.010666320100426674,0.16666666666666666
76.76424267,13.64153219,0.0477052666246891,0.007936409674584866,0.21570121951219512
76.75775217398629,13.594349734956875,0.09053011238574982,0.020233264192938805,0.32798612616518535
76.90613564,13.57718895,0.10877463221549988,0.02913188748061657,0.49713631156930127
76.90663521,13.57761403,0.09298094362020493,0.009387778118252754,0.23993963782696176
76.90663595,13.57761503,0.09298094362020493,0.009387778118252754,0.23993963782696176
76.76287976,13.65049367,0.08037476241588593,0.006336561404168606,0.25601298509665044
76.7578028,13.6522266,0.0400664284825325,0.01844068430364132,0.38028169014084506
76.77452528,13.65470655,0.07573513686656952,0.009728283621370792,0.12970969734403953
76.91164042,13.58311739,0.055591706186532974,0.014551801607012749,0.30374479889042993
76.91308908,13.58379449,0.08671747148036957,0.009814430959522724,0.1855996108002919
76.91758397,13.56473437,0.0870872288942337,0.013695256784558296,0.3886604631032244
76.89793762,13.61550928,0.13785676658153534,0.02787526324391365,0.46447305674773487
76.89795115,13.61550825,0.10526970773935318,0.0185902938246727,0.2725072604065828
76.89794587,13.61551414,0.10526970773935318,0.0185902938246727,0.2725072604065828
76.75898295,13.69234875,0.09088119119405746,0.017096299678087234,0.2689330191854594
76.89556488,13.62913214,0.10196974873542786,0.008939772844314575,0.21236559139784947
76.84584359287008,13.694077899919323,0.050619300454854965,0.008507348597049713,0.22337278106508876
76.75788112,13.65282717,0.07243286073207855,0.015164009295403957,0.2899814961670632
76.75777757,13.65393707,0.06830940395593643,0.009538453072309494,0.222587996961256
76.75508936,13.6917203,0.08366039395332336,0.030131446197628975,0.33951540532455876
76.76331605,13.64989664,0.10957302898168564,0.01593264564871788,0.25623310303394414
76.84729643158366,13.695707656558357,0.0580732561647892,0.00712134363129735,0.08971109984794728
76.88882227,13.64680855,0.06645196676254272,0.01806511916220188,0.3243151074229851
76.9009239,13.6153544,0.038144033402204514,0.008179119788110256,0.18839613204401467
76.90093475,13.61536398,0.038144033402204514,0.008179119788110256,0.18839613204401467
76.91900509,13.5625464,0.06736966967582703,0.017019163817167282,0.4632352941176471
76.79069968,13.72382657,0.07858984172344208,0.01606014184653759,0.24176976305305095
76.79065367,13.72376365,0.0652129128575325,0.010056054219603539,0.18522930315664085
76.79065406,13.72376298,0.0652129128575325,0.010056054219603539,0.18522930315664085
76.74417333333334,13.635315,0.0936967134475708,0.026064416393637657,0.22995976477870628
76.90017752,13.61429919,0.11855699121952057,0.015102078206837177,0.24880247957171034
76.90019254,13.61430348,0.10001246631145477,0.009221594780683517,0.24170096021947873
76.90017215,13.61432218,0.11855699121952057,0.015102078206837177,0.24880247957171034
